,Date,Team,Acquired,Relinquised,Notes
9192,2017-12-23,Spurs,Emanuel Ginobili / Manu Ginobili,,returned to lineup
9193,2017-12-24,Lakers,,Lonzo Ball,sprained left shoulder (DTD)
9194,2017-12-25,Cavaliers,J.R. Smith,,returned to lineup
9195,2017-12-25,Celtics,Marcus Morris,,returned to lineup
9196,2017-12-25,Rockets,Clint Capela,,returned to lineup
9197,2017-12-26,Celtics,,Marcus Morris,left knee injury (DTD)
9198,2017-12-26,Heat,,James Johnson,bursitis in right ankle (DTD)
9199,2017-12-26,Kings,Vince Carter,,returned to lineup
9200,2017-12-26,Magic,Jonathan Isaac,,returned to lineup
9201,2017-12-26,Spurs,Kawhi Leonard,,returned to lineup
9202,2017-12-27,Celtics,,Jaylen Brown,sore right knee (DTD)
9203,2017-12-27,Pistons,,Reggie Jackson,sprained right ankle (out indefinitely)
9204,2017-12-27,Rockets,,Clint Capela,fractured right orbital bone (DTD)
9205,2017-12-29,Bulls,,Kris Dunn,patellar tendinitis in left knee (DTD)
9206,2017-12-29,Clippers,Wesley Johnson / Wes Johnson,,returned to lineup
9207,2017-12-29,Grizzlies,,Chandler Parsons,sore right knee (DTD)
9208,2017-12-29,Lakers,,Tyler Ennis,flu (DTD)
9209,2017-12-29,Rockets,,Nene Hilario,undisclosed (DTD)
9210,2017-12-29,Rockets,Chris Paul,,returned to lineup
9211,2017-12-29,Spurs,,Rudy Gay,bursitis in right heel (DTD)
9212,2017-12-29,Thunder,,Paul George,sore left knee (DTD)
9213,2017-12-30,76ers,,Joel Embiid,back injury (DTD)
9214,2017-12-30,Blazers,,Meyers Leonard,ankle injury (DTD)
9215,2017-12-30,Clippers,,Austin Rivers,strained right Achilles tendon (DTD)
9216,2017-12-30,Nuggets,,Juan Hernangomez,illness (DTD)
9217,2017-12-30,Nuggets,,Malik Beasley,elbow injury (DTD)
9218,2017-12-30,Pistons,,Stanley Johnson,strained right hip flexor (DTD)
9219,2017-12-31,76ers,Joel Embiid,,returned to lineup
9220,2017-12-31,Bulls,Kris Dunn,,returned to lineup
9221,2017-12-31,Lakers,Tyler Ennis,,returned to lineup
9222,2017-12-31,Rockets,Nene Hilario,,returned to lineup
9223,2018-01-01,Blazers,Meyers Leonard,,returned to lineup
9224,2018-01-01,Kings,,Frank Mason,bruised right heel (DTD)
9225,2018-01-01,Rockets,,James Harden,strained left hamstring (DTD)
9226,2018-01-02,Cavaliers,Isaiah Thomas,,returned to lineup
9227,2018-01-02,Clippers,,Austin Rivers,sore right Achilles (DTD)
9228,2018-01-02,Nuggets,Juancho Hernangomez / Juan Hernangomez,,returned to lineup
9229,2018-01-02,Nuggets,Malik Beasley,,returned to lineup
9230,2018-01-03,Cavaliers,,Isaiah Thomas,right hip injury (DTD)
9231,2018-01-03,Heat,James Johnson,,returned to lineup
9232,2018-01-03,Pistons,,Andre Drummond,bruised right rib (DTD)
9233,2018-01-03,Spurs,,Tony Parker,rest (DTD)
9234,2018-01-03,Spurs,,Manu Ginobili,rest (DTD)
9235,2018-01-04,Rockets,,Chinanu Onuaku,virus (DTD)
9236,2018-01-05,Heat,,Derrick Walton,illness (DTD)
9237,2018-01-05,Pistons,Andre Drummond,,returned to lineup
9238,2018-01-05,Spurs,,LaMarcus Aldridge,rest (DTD)
9239,2018-01-05,Spurs,Tony Parker,,returned to lineup
9240,2018-01-05,Spurs,Emanuel Ginobili / Manu Ginobili,,returned to lineup
9241,2018-01-05,Suns,,Isaiah Canaan,strained left adductor (DTD)
9242,2018-01-06,Celtics,,Al Horford,sore left calf / knee injury (DTD)
9243,2018-01-06,Clippers,,Milos Teodosic,sore plantar fascia in left foot (DTD)
9244,2018-01-06,Magic,,Jonathon Simmons,back spasms (DTD)
9245,2018-01-06,Pistons,,Andre Drummond,bruised right rib (DTD)
9246,2018-01-06,Spurs,,Kawhi Leonard,partial tear in left shoulder (DTD)
9247,2018-01-07,Nets,,DeMarre Carroll,sprained right knee (DTD)
9248,2018-01-07,Spurs,,Tony Parker,rest (DTD)
9249,2018-01-07,Spurs,LaMarcus Aldridge,,returned to lineup
9250,2018-01-07,Suns,,Marquese Chriss,strained right hip flexor (DTD)
9251,2018-01-07,Heat,Derrick Walton,,returned to lineup
9252,2018-01-08,Bulls,,Nikola Mirotic,stomach virus (DTD)
9253,2018-01-08,Nets,,Nik Stauskas,ankle injury (DTD)
9254,2018-01-08,Pistons,Andre Drummond,,returned to lineup
9255,2018-01-08,Spurs,,Manu Ginobili,rest (DTD)
9256,2018-01-08,Spurs,Tony Parker,,returned to lineup
9257,2018-01-09,Heat,,Tyler Johnson,strained left shoulder (DTD)
9258,2018-01-09,Magic,Jonathon Simmons,,returned to lineup
9259,2018-01-10,Heat,Tyler Johnson,,returned to lineup
9260,2018-01-10,Jazz,,Derrick Favors,sprained right ankle (DTD)
9261,2018-01-10,Nets,Nik Stauskas,,returned to lineup
9262,2018-01-10,Pacers,,Myles Turner,right elbow injury (DTD)
9263,2018-01-10,Pelicans,,Anthony Davis,sprained right ankle (DTD)
9264,2018-01-10,Rockets,Chinanu Onuaku,,returned to lineup
9265,2018-01-10,Warriors,,Stephen Curry,sprained right ankle (DTD)
9266,2018-01-11,76ers,,Amir Johnson,gasroenteritis (DTD)
9267,2018-01-11,Celtics,Al Horford,,returned to lineup
9268,2018-01-11,Clippers,,C.J. Williams,sprained right ankle (DTD)
9269,2018-01-11,Clippers,Milos Teodosic,,returned to lineup
9270,2018-01-11,Spurs,,Tony Parker,sprained right ankle (DTD)
9271,2018-01-11,Spurs,Emanuel Ginobili / Manu Ginobili,,returned to lineup
9272,2018-01-11,Rockets,,Zhou Qi,right elbow injury (DTD)
9273,2018-01-12,Blazers,,Evan Turner,illness (DTD)
9274,2018-01-12,Cavaliers,,Dwyane Wade,rest (DTD)
9275,2018-01-12,Cavaliers,,Isaiah Thomas,rest (DTD)
9276,2018-01-12,Heat,,Dion Waiters,surgery on left ankle (out indefinitely) (date approximate)
9277,2018-01-12,Jazz,Derrick Favors,,returned to lineup
9278,2018-01-12,Pelicans,Anthony Davis,,returned to lineup
9279,2018-01-12,Rockets,,Tarik Black,eye injury (DTD)
9280,2018-01-12,Clippers,C.J. Williams,,returned to lineup
9281,2018-01-13,Bulls,Nikola Mirotic,,returned to lineup
9282,2018-01-13,Clippers,,DeAndre Jordan,sprained left ankle (DTD)
9283,2018-01-13,Jazz,,Thabo Sefolosha,surgery on right knee (out for season)
9284,2018-01-13,Nets,,Tyler Zeller,sore left hip (DTD)
9285,2018-01-13,Spurs,Tony Parker,,returned to lineup
9286,2018-01-14,Blazers,Evan Turner,,returned to lineup
9287,2018-01-14,Heat,Justise Winslow,,returned to lineup
9288,2018-01-15,76ers,,Richaun Holmes,gastroenteritis (DTD)
9289,2018-01-15,76ers,Amir Johnson,,returned to lineup
9290,2018-01-15,Lakers,,Brandon Ingram,sprained left ankle/knee (DTD)
9291,2018-01-15,Lakers,,Lonzo Ball,sprained left knee (DTD)
9292,2018-01-15,Nets,Tyler Zeller,,returned to lineup
9293,2018-01-15,Rockets,Tarik Black,,returned to lineup
9294,2018-01-15,Spurs,,Kawhi Leonard,right quadriceps injury / rest (DTD)
9295,2018-01-16,76ers,,J.J. Redick,left fibula injury (DTD)
9296,2018-01-16,Hornets,Steve Clifford,,returned to team as head coach
9297,2018-01-16,Mavericks,,J.J. Barea,strained left groin (DTD)
9298,2018-01-16,Spurs,,Manu Ginobili,bruised right thigh (DTD)
9299,2018-01-17,Grizzlies,,Marc Gasol,illness (DTD)
9300,2018-01-17,Lakers,Brandon Ingram,,returned to lineup
9301,2018-01-17,Pistons,,Luke Kennard,thumb injury (DTD)
9302,2018-01-18,76ers,,James Young,undisclosed (DTD)
9303,2018-01-18,Bulls,,Kris Dunn,concussion (out indefinitely)
9304,2018-01-18,Lakers,,Kentavious Caldwell-Pope,strained right Achilles (DTD)
9305,2018-01-19,Bucks,,Giannis Antetokounmpo,sore right knee (DTD)
9306,2018-01-19,Grizzlies,Marc Gasol,,returned to lineup
9307,2018-01-19,Lakers,,Brandon Ingram,sprained left ankle (DTD)
9308,2018-01-19,Pistons,Luke Kennard,,returned to lineup
9309,2018-01-19,Warriors,,Jordan Bell,left ankle injury (out indefinitely)
9310,2018-01-20,76ers,James Young,,returned to lineup
9311,2018-01-20,Grizzlies,,Andrew Harrison,left shoulder injury (DTD)
9312,2018-01-20,Grizzlies,,Mario Chalmers,right shoulder injury (DTD)
9313,2018-01-20,Heat,,Goran Dragic,bruised left knee (DTD)
9314,2018-01-20,Jazz,,Rodney Hood,bruised lower leg (DTD)
9315,2018-01-20,Mavericks,Jose Juan Barea / Jose Barea / J.J. Barea,,returned to lineup
9316,2018-01-20,Timberwolves,,Jamal Crawford,sprained left big toe (DTD)
9317,2018-01-20,Timberwolves,,Jimmy Butler,sore right knee (DTD)
9318,2018-01-20,Grizzlies,,James Ennis,right calf injury (DTD)
9319,2018-01-20,Rockets,,Troy Williams,illness (DTD)
9320,2018-01-21,Grizzlies,,JaMychal Green,right ankle injury (DTD)
9321,2018-01-21,Lakers,Brandon Ingram,,returned to lineup
9322,2018-01-22,Clippers,,Jawun Evans,sore lower abdominal (DTD)
9323,2018-01-22,Grizzlies,Andrew Harrison,,returned to lineup
9324,2018-01-22,Grizzlies,Mario Chalmers,,returned to lineup
9325,2018-01-22,Hornets,,Michael Kidd-Gilchrist,right axillary abscess (DTD)
9326,2018-01-22,Spurs,,Pau Gasol,sprained right wrist (DTD)
9327,2018-01-23,Kings,,Zach Randolph,sore left knee (DTD)
9328,2018-01-23,Knicks,,Kristaps Porzingis,irritation in left knee (DTD)
9329,2018-01-24,Celtics,,Al Horford,concussion (DTD)
9330,2018-01-24,Celtics,,Marcus Smart,right hand injury (DTD)
9331,2018-01-24,Clippers,,Jawun Evans,sore lower abdominal (DTD)
9332,2018-01-24,Clippers,DeAndre Jordan,,returned to lineup
9333,2018-01-24,Grizzlies,,Jarell Martin,left knee injury (DTD)
9334,2018-01-24,Hornets,Michael Kidd-Gilchrist,,returned to lineup
9335,2018-01-24,Pistons,,Reggie Bullock,thumb injury (DTD)
9336,2018-01-24,Spurs,,LaMarcus Aldridge,rest (DTD)
9337,2018-01-24,Spurs,Pau Gasol,,returned to lineup
9338,2018-01-24,Suns,,Alex Len,sore right ankle (DTD)
9339,2018-01-24,Timberwolves,Jamal Crawford,,returned to lineup
9340,2018-01-25,Heat,Goran Dragic,,returned to lineup
9341,2018-01-25,Kings,Zach Randolph,,returned to lineup
9342,2018-01-25,Knicks,Kristaps Porzingis,,returned to lineup
9343,2018-01-25,Warriors,,Patrick McCaw,strained back (DTD)
9344,2018-01-26,Grizzlies,,Ben McLemore,sore right knee (DTD)
9345,2018-01-26,Grizzlies,Jarell Martin,,returned to lineup
9346,2018-01-26,Kings,,Willie Cauley-Stein,bruised right knee (DTD)
9347,2018-01-26,Pelicans,,DeMarcus Cousins,torn left Achilles tendon (out for season)
9348,2018-01-26,Spurs,LaMarcus Aldridge,,returned to lineup
9349,2018-01-26,Suns,,Tyson Chandler,illness (DTD)
9350,2018-01-26,Celtics,,Guerschon Yabusele,ankle injury (DTD)
9351,2018-01-26,Grizzlies,,Tyreke Evans,illness (DTD)
9352,2018-01-27,Celtics,Al Horford,,returned to lineup
9353,2018-01-27,Grizzlies,,Mike Conley,surgery on left heel to smooth bone (out for season) (date approximate)
9354,2018-01-27,Hornets,,Michael Carter-Williams,strained left shoulder (DTD)
9355,2018-01-27,Mavericks,,J.J. Barea,strained left oblique (DTD)
9356,2018-01-27,Nets,,Caris LeVert,sore left groin (DTD)
9357,2018-01-27,Nuggets,,Tyler Lydon,arthroscopic surgery on left knee (out for season)
9358,2018-01-27,Pelicans,,DeMarcus Cousins,surgery to repair torn left Achilles tendon (out for season)
9359,2018-01-27,Pistons,Reggie Bullock,,returned to lineup
9360,2018-01-27,Thunder,,Andre Roberson,torn patellar tendon in left knee (out for season)
9361,2018-01-27,Timberwolves,Jimmy Butler,,returned to lineup
9362,2018-01-28,Kings,,Garrett Temple,sprained right ankle (DTD)
9363,2018-01-28,Kings,,Malachi Richardson,sprained left ankle (DTD)
